PRODUCTO,CANTIDAD_PRODUCTO, PRECIO_TOTAL,FECHA,AÑO,MES,NomMes,DIA,REFERENCIA,GENERO,TALLA,CANTIDAD_DEVOLUCION, PRECIO_TOTAL_DEVOL
[00010844014] BRAGA LG KIOG 10844 (14),1, $  16.000 ,2021-01-01,2021,1,ENE,1,BRAGA,MUJER,14,,
[0010604012] JEANS KIOG DAMA 10604 (12),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,MUJER,12,,
[0010634034] JEANS KIOG HOMBRE 10634 (34),,,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,34,1, $  10.400 
[0010645010] PANTALON BOYFRIEND KIOG 10645 (10),1, $  10.400 ,2021-01-01,2021,1,ENE,1,PANTALON,MUJER,10,,
[0010665016] JEANS KIOG DAMA 10665 (16),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,16,,
[0010681014] BOYFRIEND KIOG DAMA 10681 (14),1, $  10.600 ,2021-01-01,2021,1,ENE,1,BOYFRIEND,HOMBRE,14,,
[0010708008] JEANS KIOG 10708 (8),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,8,,
[0010726036] JEANS KIOG CABALLERO 10726 (36),1, $  10.400 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,36,,
[0010727036] JEANS KIOG CABALLERO 10727 (36),1, $  13.000 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,36,,
[0010766016] BRAGA LG KIOG 10766 (16),1, $  13.000 ,2021-01-01,2021,1,ENE,1,BRAGA,HOMBRE,16,,
[0010786012] BRAGA LG KIOG 10786 (12),1, $  13.000 ,2021-01-01,2021,1,ENE,1,BRAGA,HOMBRE,12,,
[0010793012] BRAGA LG KIOG 10793 (12),1, $  13.000 ,2021-01-01,2021,1,ENE,1,BRAGA,MUJER,12,,
[0010831014] JEANS KIOG DAMA 10831 (14),1, $  10.000 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,14,,
[0010833010] JEANS KIOG 10833 (10),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,10,,
[0010835008] JEANS KIOG DAMA 10835 (8),2, $  21.200 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,8,,
[0010872010] JEANS KIOG 10872 (10),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,10,,
[0010887008] JOGGER DAMA KIOG 10887 (8),2, $  21.200 ,2021-01-01,2021,1,ENE,1,JOGGER,MUJER,8,,
[0010887010] JOGGER DAMA KIOG 10887 (10),3, $  31.800 ,2021-01-01,2021,1,ENE,1,JOGGER,MUJER,10,,
[0010887012] JOGGER DAMA KIOG 10887 (12),7, $  76.600 ,2021-01-01,2021,1,ENE,1,JOGGER,MUJER,12,,
[0010887014] JOGGER DAMA KIOG 10887 (14),2, $  21.200 ,2021-01-01,2021,1,ENE,1,JOGGER,MUJER,14,,
[0010887016] JOGGER DAMA KIOG 10887 (16),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,MUJER,16,,
[0010889014] JEANS DAMA KIOG 10889 (14),1, $  10.400 ,2021-01-01,2021,1,ENE,1,JEANS,MUJER,14,,
[0010892014] JOGGER DAMA KIOG 10892 (14),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,MUJER,14,,
[0010893008] JOGGER DAMA KIOG 10893 (8),0,,2021-01-01,2021,1,ENE,1,JOGGER,MUJER,8,,
[0010893010] JOGGER DAMA KIOG 10893 (10),4, $  42.400 ,2021-01-01,2021,1,ENE,1,JOGGER,MUJER,10,,
[0010893012] JOGGER DAMA KIOG 10893 (12),3, $  31.800 ,2021-01-01,2021,1,ENE,1,JOGGER,MUJER,12,,
[0010893014] JOGGER DAMA KIOG 10893 (14),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,MUJER,14,,
[0010896008] JOGGER DAMA KIOG 10896 (8),2, $  21.200 ,2021-01-01,2021,1,ENE,1,JOGGER,MUJER,8,,
[0010896010] JOGGER DAMA KIOG 10896 (10),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,MUJER,10,,
[0010896012] JOGGER DAMA KIOG 10896 (12),5, $  59.800 ,2021-01-01,2021,1,ENE,1,JOGGER,MUJER,12,,
[0010896014] JOGGER DAMA KIOG 10896 (14),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,14,,
[0010908008] JOGGER DAMA 10908 (8),4, $  42.400 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,8,,
[0010908010] JOGGER DAMA 10908 (10),5, $  53.000 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,10,,
[0010908012] JOGGER DAMA 10908 (12),2, $  21.200 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,12,,
[0010908014] JOGGER DAMA 10908 (14),2, $  21.200 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,14,,
[0010908016] JOGGER DAMA 10908 (16),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,16,,
[0010909008] JOGGER DAMA 10909 (8),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,8,,
[0010909010] JOGGER DAMA 10909 (10),3, $  31.800 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,10,,
[0010909012] JOGGER DAMA 10909 (12),2, $  21.200 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,12,,
[0010909016] JOGGER DAMA 10909 (16),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,16,,
[0010910010] JOGGER DAMA 10910 (10),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,10,,
[0010912010] JOGGER DAMA KIOG 10912 (10),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,10,,
[0010912014] JOGGER DAMA KIOG 10912 (14),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,14,,
[0010912016] JOGGER DAMA KIOG 10912 (16),2, $  21.200 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,16,,
[0010913008] JEANS KIOG 10913 (8),0,,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,8,,
[0010913012] JEANS KIOG 10913 (12),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,12,,
[0010913014] JEANS KIOG 10913 (14),,,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,14,1, $  10.600 
[0010916010] JOGGER DAMA 10916 (10),2, $  21.200 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,10,,
[0010916016] JOGGER DAMA 10916 (16),2, $  21.200 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,16,,
[0010917010] JEANS DAMA KIOG 10917 (10),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,10,,
[0010917012] JEANS DAMA KIOG 10917 (12),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,12,,
[0010918010] JEANS KIOG DAMA 10918 (10),4, $  42.200 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,10,,
[0010918012] JEANS KIOG DAMA 10918 (12),1, $  10.400 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,12,,
[0010919008] JOGGER DAMA KIOG 10919 (8),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,8,,
[0010919010] JOGGER DAMA KIOG 10919 (10),3, $  31.800 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,10,,
[0010919012] JOGGER DAMA KIOG 10919 (12),5, $  53.000 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,12,,
[0010919014] JOGGER DAMA KIOG 10919 (14),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,14,,
[0010930006] JEANS KIOG 10930 (6),1, $  10.400 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,6,,
[0010930016] JEANS KIOG 10930 (16),1, $  10.400 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,16,,
"[0010931014] JEANS KIOG 10931 (14, Gris)",1, $  8.600 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,14,,
[0010932010] JEANS DAMA KIOG 10932 (10),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,10,,
[0010932012] JEANS DAMA KIOG 10932 (12),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,12,,
[0010938010] JOGGER KIOG 10938 (10),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,10,,
[0010940006] JOGGER DAMA KIOG 10940 (6),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,6,,
[0010940016] JOGGER DAMA KIOG 10940 (16),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,16,,
[0010941008] JOGGER DAMA 10941 (8),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,8,,
[0010944012] JEANS DAMA KIOG 10944 (12),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,12,,
[0010947008] JOGGER DAMA 10947 (8),1, $  11.400 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,8,,
[0010947010] JOGGER DAMA 10947 (10),3, $  34.200 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,10,,
[0010947012] JOGGER DAMA 10947 (12),2, $  22.800 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,12,,
[0010947014] JOGGER DAMA 10947 (14),1, $  11.400 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,14,,
[0010948014] JEANS KIOG 10948 (14),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,14,,
[0010960008] JOGGER DAMA KIOG 10960 (8),5, $  53.000 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,8,,
[0010960010] JOGGER DAMA KIOG 10960 (10),5, $  53.000 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,10,,
[0010960012] JOGGER DAMA KIOG 10960 (12),4, $  42.400 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,12,,
[0010960016] JOGGER DAMA KIOG 10960 (16),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,16,,
[0010961010] JOGGER DAMA 10961 (10),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,10,,
[0010961014] JOGGER DAMA 10961 (14),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,14,,
[0010961016] JOGGER DAMA 10961 (16),0,,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,16,,
[0010964012] JEANS KIOG DAMA 10964 (12),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,12,,
[0010964016] JEANS KIOG DAMA 10964 (16),1, $  10.100 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,16,,
[0010965006] JEANS KIOG 10965 (6),1, $  10.400 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,6,,
[0010965008] JEANS KIOG 10965 (8),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,8,,
[0010965012] JEANS KIOG 10965 (12),3, $  31.600 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,12,,
[0010965014] JEANS KIOG 10965 (14),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,14,,
[0010965016] JEANS KIOG 10965 (16),2, $  21.000 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,16,,
[0010972008] JOGGER DAMA KIOG 10972 (8),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,8,,
[0010972010] JOGGER DAMA KIOG 10972 (10),2, $  21.200 ,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,10,,
[0010972012] JOGGER DAMA KIOG 10972 (12),0,,2021-01-01,2021,1,ENE,1,JOGGER,HOMBRE,12,,
[0010972016] JOGGER DAMA KIOG 10972 (16),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,MUJER,16,,
[0010973010] JOGGER DAMA KIOG 10973 (10),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,MUJER,10,,
[0010973012] JOGGER DAMA KIOG 10973 (12),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,MUJER,12,,
[0010974012] JOGGER DAMA 10974 (12),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,MUJER,12,,
[0010975014] JOGGER DAMA KIOG 10975 (14),0,,2021-01-01,2021,1,ENE,1,JOGGER,MUJER,14,,
[0010976008] JOGGER DAMA 10976 (8),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,MUJER,8,,
[0010976012] JOGGER DAMA 10976 (12),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,MUJER,12,,
[0010977014] JOGGER DAMA KIOG 10977 (14),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,MUJER,14,,
[0010984006] JEANS KIOG 10984 (6),,,2021-01-01,2021,1,ENE,1,JEANS,MUJER,6,1, $  10.600 
[0010984008] JEANS KIOG 10984 (8),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,MUJER,8,,
[0010986008] JEANS KIOG 10986 (8),0,,2021-01-01,2021,1,ENE,1,JEANS,MUJER,8,,
[0010990008] JOGGER DAMA 10990 (8),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,MUJER,8,,
[0010993006] JEANS DAMA KIOG 10993 (6),2, $  21.200 ,2021-01-01,2021,1,ENE,1,JEANS,MUJER,6,,
[0010993012] JEANS DAMA KIOG 10993 (12),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,MUJER,12,,
[0010994012] JEANS DAMA KIOG 10994 (12),2, $  21.200 ,2021-01-01,2021,1,ENE,1,JEANS,MUJER,12,,
[0010998010] JOGGER DAMA 10998 (10),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,MUJER,10,,
[0010999012] JOGGER DAMA 10999 (12),2, $  21.200 ,2021-01-01,2021,1,ENE,1,JOGGER,MUJER,12,,
[0010999014] JOGGER DAMA 10999 (14),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JOGGER,MUJER,14,,
[0010999016] JOGGER DAMA 10999 (16),2, $  21.200 ,2021-01-01,2021,1,ENE,1,JOGGER,MUJER,16,,
[0030138016] BRAGA SHORT KIOG 30138 (16),1, $  10.000 ,2021-01-01,2021,1,ENE,1,BRAGA,MUJER,16,,
[0030148012] FALDA KIOG 30148 (12),1, $  8.400 ,2021-01-01,2021,1,ENE,1,FALDA,MUJER,12,,
[0030151016] FALDA DAMA KIOG 30151 (16),1, $  8.400 ,2021-01-01,2021,1,ENE,1,FALDA,MUJER,16,,
[0030161006] SHORT DAMA KIOG 30161 (6),1, $  8.400 ,2021-01-01,2021,1,ENE,1,SHORT,MUJER,6,,
[0030161008] SHORT DAMA KIOG 30161 (8),2, $  16.400 ,2021-01-01,2021,1,ENE,1,SHORT,MUJER,8,,
[0030161010] SHORT DAMA KIOG 30161 (10),1, $  8.600 ,2021-01-01,2021,1,ENE,1,SHORT,MUJER,10,,
[0030161012] SHORT DAMA KIOG 30161 (12),1, $  8.600 ,2021-01-01,2021,1,ENE,1,SHORT,MUJER,12,,
[0030161016] SHORT DAMA KIOG 30161 (16),3, $  24.400 ,2021-01-01,2021,1,ENE,1,SHORT,MUJER,16,,
[0030162008] SHORT DAMA KIOG 30162 (8),1, $  8.400 ,2021-01-01,2021,1,ENE,1,SHORT,MUJER,8,,
[0030162010] SHORT DAMA KIOG 30162 (10),1, $  8.400 ,2021-01-01,2021,1,ENE,1,SHORT,MUJER,10,,
[0030162014] SHORT DAMA KIOG 30162 (14),2, $  16.800 ,2021-01-01,2021,1,ENE,1,SHORT,MUJER,14,,
[0030162016] SHORT DAMA KIOG 30162 (16),1, $  8.400 ,2021-01-01,2021,1,ENE,1,SHORT,MUJER,16,,
[0030163006] BICICLETERO KIOG 30163 (6),1, $  8.600 ,2021-01-01,2021,1,ENE,1,BICICLETERO,MUJER,6,,
[0030163008] BICICLETERO KIOG 30163 (8),3, $  25.400 ,2021-01-01,2021,1,ENE,1,BICICLETERO,MUJER,8,,
[0030163010] BICICLETERO KIOG 30163 (10),3, $  25.600 ,2021-01-01,2021,1,ENE,1,BICICLETERO,MUJER,10,,
[0030163012] BICICLETERO KIOG 30163 (12),2, $  16.800 ,2021-01-01,2021,1,ENE,1,BICICLETERO,MUJER,12,,
[0030163014] BICICLETERO KIOG 30163 (14),3, $  28.200 ,2021-01-01,2021,1,ENE,1,BICICLETERO,MUJER,14,,
[0030163016] BICICLETERO KIOG 30163 (16),3, $  25.800 ,2021-01-01,2021,1,ENE,1,BICICLETERO,MUJER,16,,
[0030164008] BICICLETERO KIOG 30164 (8),1, $  11.000 ,2021-01-01,2021,1,ENE,1,BICICLETERO,MUJER,8,,
[0030164010] BICICLETERO KIOG 30164 (10),1, $  8.600 ,2021-01-01,2021,1,ENE,1,BICICLETERO,MUJER,10,,
[0030164012] BICICLETERO KIOG 30164 (12),2, $  17.000 ,2021-01-01,2021,1,ENE,1,BICICLETERO,MUJER,12,,
[0030164014] BICICLETERO KIOG 30164 (14),2, $  17.200 ,2021-01-01,2021,1,ENE,1,BICICLETERO,MUJER,14,,
[0030164016] BICICLETERO KIOG 30164 (16),1, $  8.600 ,2021-01-01,2021,1,ENE,1,BICICLETERO,MUJER,16,,
[0030165008] SHORT DAMA KIOG 30165 (8),1, $  8.000 ,2021-01-01,2021,1,ENE,1,SHORT,MUJER,8,,
[0030165010] SHORT DAMA KIOG 30165 (10),1, $  8.400 ,2021-01-01,2021,1,ENE,1,SHORT,MUJER,10,,
[0030165012] SHORT DAMA KIOG 30165 (12),1, $  10.000 ,2021-01-01,2021,1,ENE,1,SHORT,MUJER,12,,
[0030165014] SHORT DAMA KIOG 30165 (14),1, $  8.400 ,2021-01-01,2021,1,ENE,1,SHORT,MUJER,14,,
[0030165016] SHORT DAMA KIOG 30165 (16),2, $  16.600 ,2021-01-01,2021,1,ENE,1,SHORT,MUJER,16,,
[0030166006] SHORT DAMA KIOG 30166 (6),1, $  8.400 ,2021-01-01,2021,1,ENE,1,SHORT,MUJER,6,,
[0030166010] SHORT DAMA KIOG 30166 (10),1, $  8.400 ,2021-01-01,2021,1,ENE,1,SHORT,MUJER,10,,
[0030166014] SHORT DAMA KIOG 30166 (14),1, $  8.600 ,2021-01-01,2021,1,ENE,1,SHORT,MUJER,14,,
[0030171006] SHORT DAMA KIOG 30171 (6),1, $  8.400 ,2021-01-01,2021,1,ENE,1,SHORT,MUJER,6,,
[0030171010] SHORT DAMA KIOG 30171 (10),1, $  8.400 ,2021-01-01,2021,1,ENE,1,SHORT,MUJER,10,,
[0030171016] SHORT DAMA KIOG 30171 (16),1, $  8.400 ,2021-01-01,2021,1,ENE,1,SHORT,MUJER,16,,
[0060001016] JEANS KIOG 60001 (16),1, $  10.400 ,2021-01-01,2021,1,ENE,1,JEANS,MUJER,16,,
[0060003006] JEANS DAMA KIOG 60003 (6),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,MUJER,6,,
[0060003008] JEANS DAMA KIOG 60003 (8),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,MUJER,8,,
[0060003010] JEANS DAMA KIOG 60003 (10),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,MUJER,10,,
[0060006010] JEANS KIOG 60006 (10),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,MUJER,10,,
[0060006014] JEANS KIOG 60006 (14),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,MUJER,14,,
[0060007010] JEANS KIOG 60007 (10),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,MUJER,10,,
[0060013010] JEANS DAMA KIOG 60013 (10),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,MUJER,10,,
[0060013012] JEANS DAMA KIOG 60013 (12),0,,2021-01-01,2021,1,ENE,1,JEANS,MUJER,12,,
[0060013016] JEANS DAMA KIOG 60013 (16),,,2021-01-01,2021,1,ENE,1,JEANS,MUJER,16,1, $  10.600 
[0060014006] JEANS DAMA KIOG 60014 (6),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,MUJER,6,,
[0060014008] JEANS DAMA KIOG 60014 (8),0,,2021-01-01,2021,1,ENE,1,JEANS,MUJER,8,,
[0060014010] JEANS DAMA KIOG 60014 (10),2, $  21.200 ,2021-01-01,2021,1,ENE,1,JEANS,MUJER,10,,
[0060014016] JEANS DAMA KIOG 60014 (16),0,,2021-01-01,2021,1,ENE,1,JEANS,MUJER,16,,
[0060015008] JEANS DAMA KIOG 60015 (8),2, $  21.600 ,2021-01-01,2021,1,ENE,1,JEANS,MUJER,8,,
[0060015010] JEANS DAMA KIOG 60015 (10),,,2021-01-01,2021,1,ENE,1,JEANS,MUJER,10,1, $  10.600 
[0060015014] JEANS DAMA KIOG 60015 (14),2, $  21.200 ,2021-01-01,2021,1,ENE,1,JEANS,MUJER,14,,
[0060021006] JEANS DAMA KIOG 60021 (6),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,6,,
[0060021010] JEANS DAMA KIOG 60021 (10),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,10,,
[0060021012] JEANS DAMA KIOG 60021 (12),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,12,,
[0060021014] JEANS DAMA KIOG 60021 (14),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,14,,
[0060021016] JEANS DAMA KIOG 60021 (16),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,16,,
[0060022010] JEANS DAMA KIOG 60022 (10),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,10,,
[0060022012] JEANS DAMA KIOG 60022 (12),2, $  23.600 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,12,,
[0060022014] JEANS DAMA KIOG 60022 (14),,,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,14,1, $  8.600 
[0060024016] JEANS DAMA KIOG 60024 (16),1, $  10.600 ,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,16,,
[007057038] BERMUDA KIOG 7057 (38),1, $  11.000 ,2021-01-01,2021,1,ENE,1,BERMUDA,HOMBRE,38,,
[007079030] BERMUDA KIOG HOMBRE 7079 (30),1, $  10.000 ,2021-01-01,2021,1,ENE,1,BERMUDA,HOMBRE,30,,
[007118012] TORERO KIOG 7118 (12),1, $  8.600 ,2021-01-01,2021,1,ENE,1,TORERO,HOMBRE,12,,
[007140010] TORERO KIOG 7140 (10),1, $  8.400 ,2021-01-01,2021,1,ENE,1,TORERO,HOMBRE,10,,
[007201016] TORERO DAMA KIOG 7201 (16),1, $  8.600 ,2021-01-01,2021,1,ENE,1,TORERO,HOMBRE,16,,
[007201020] TORERO DAMA KIOG 7201 (20),1, $  8.600 ,2021-01-01,2021,1,ENE,1,TORERO,HOMBRE,20,,
[007203010] TORERO KIOG DAMA 7203 (10),1, $  8.400 ,2021-01-01,2021,1,ENE,1,TORERO,HOMBRE,10,,
[007204008] TORERO DAMA KIOG 7204 (8),1, $  8.600 ,2021-01-01,2021,1,ENE,1,TORERO,HOMBRE,8,,
[007204010] TORERO DAMA KIOG 7204 (10),1, $  8.400 ,2021-01-01,2021,1,ENE,1,TORERO,HOMBRE,10,,
[007204014] TORERO DAMA KIOG 7204 (14),1, $  8.400 ,2021-01-01,2021,1,ENE,1,TORERO,HOMBRE,14,,
[007204016] TORERO DAMA KIOG 7204 (16),1, $  8.600 ,2021-01-01,2021,1,ENE,1,TORERO,HOMBRE,16,,
[007204018] TORERO DAMA KIOG 7204 (18),1, $  8.600 ,2021-01-01,2021,1,ENE,1,TORERO,HOMBRE,18,,
[008072016] SHORT JOGGER KIOG 8072 (16),,,2021-01-01,2021,1,ENE,1,SHORT,HOMBRE,16,1, $  8.000 
[008074012] SHORT JOGGER KIOG 8074 (12),,,2021-01-01,2021,1,ENE,1,SHORT,HOMBRE,12,1, $  11.000 
[008074016] SHORT JOGGER KIOG 8074 (16),1, $  11.000 ,2021-01-01,2021,1,ENE,1,SHORT,HOMBRE,16,,
[008079012] SHORT DAMA KIOG 8079 (12),1, $  8.400 ,2021-01-01,2021,1,ENE,1,SHORT,HOMBRE,12,,
[008084014] FALDA DAMA KIOG 8084 (14),1, $  8.400 ,2021-01-01,2021,1,ENE,1,FALDA,HOMBRE,14,,
[008107012] BRAGA FALDA KIOG 8107 (12),1, $  11.000 ,2021-01-01,2021,1,ENE,1,BRAGA,HOMBRE,12,,
[008118008] SHORT KIOG 8118 (8),1, $  10.000 ,2021-01-01,2021,1,ENE,1,SHORT,HOMBRE,8,,
[008149014] FALDA KIOG 8149 (14),1, $  8.400 ,2021-01-01,2021,1,ENE,1,FALDA,HOMBRE,14,,
[008207014] SHORT KIOG 8207 (14),1, $  8.600 ,2021-01-01,2021,1,ENE,1,SHORT,HOMBRE,14,,
[008211012] SHORT KIOG 8211 (12),1, $  8.400 ,2021-01-01,2021,1,ENE,1,SHORT,HOMBRE,12,,
[008213010] SHORT KIOG 8213 (10),1, $  8.400 ,2021-01-01,2021,1,ENE,1,SHORT,HOMBRE,10,,
[008213012] SHORT KIOG 8213 (12),0,,2021-01-01,2021,1,ENE,1,SHORT,HOMBRE,12,,
[008213014] SHORT KIOG 8213 (14),1, $  11.000 ,2021-01-01,2021,1,ENE,1,SHORT,HOMBRE,14,,
[008214008] SHORT KIOG 8214 (8),1, $  8.400 ,2021-01-01,2021,1,ENE,1,SHORT,HOMBRE,8,,
[008215012] FALDA KIOG 8215 (12),0,,2021-01-01,2021,1,ENE,1,FALDA,HOMBRE,12,,
[008240010] SHORT KIOG DAMA 8240 (10),1, $  10.000 ,2021-01-01,2021,1,ENE,1,SHORT,HOMBRE,10,,
[00908188034] JEANS BAUSI HOMBRE 908188 (34),,,2021-01-01,2021,1,ENE,1,JEANS,HOMBRE,34,1, $  10.400 
[501002M] SUETER BAUSI TIPO POLO SIN CUELLO GRIS MELANGE 501002 (M),1, $  6.000 ,2021-01-01,2021,1,ENE,1,SUETER,HOMBRE,M,,
[501003L] SUETER BAUSI TIPO POLO SIN CUELLO VINOTINTO 501003 (L),1, $  5.000 ,2021-01-01,2021,1,ENE,1,SUETER,HOMBRE,L,,
[501003M] SUETER BAUSI TIPO POLO SIN CUELLO VINOTINTO 501003 (M),1, $  5.000 ,2021-01-01,2021,1,ENE,1,SUETER,HOMBRE,M,,
[501004M] SUETER BAUSI TIPO POLO SIN CUELLO TURQUI 501004 (M),,,2021-01-01,2021,1,ENE,1,SUETER,HOMBRE,M,1, $  5.000 
[501004XL] SUETER BAUSI TIPO POLO SIN CUELLO TURQUI 501004 (XL),1, $  5.000 ,2021-01-01,2021,1,ENE,1,SUETER,MUJER,XL,,
[50100609S] SUETER BAUSI TIPO POLO SIN CUELLO ROJO 50100609 (S),1, $  6.000 ,2021-01-01,2021,1,ENE,1,SUETER,MUJER,S,,
[50100609XL] SUETER BAUSI TIPO POLO SIN CUELLO ROJO 50100609 (XL),1, $  5.000 ,2021-01-01,2021,1,ENE,1,SUETER,HOMBRE,XL,,
