PRODUCTO,CANTIDAD_PRODUCTO, PRECIO_TOTAL,FECHA,AÑO,MES,NomMes,DIA,REFERENCIA,GENERO,TALLA,CANTIDAD_DEVOLUCION, PRECIO_TOTAL_DEVOL
[701150S] PLAYERA BAUSI 701150 (S),2, $  8.500 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701150XL] PLAYERA BAUSI 701150 (XL),5, $  21.500 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701150XXL] PLAYERA BAUSI 701150 (XXL),7, $  29.300 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XXL,,
[701155M] PLAYERA BAUSI 701155 (M),1, $  4.500 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701155XL] PLAYERA BAUSI 701155 (XL),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701157L] PLAYERA BAUSI 701157 (L),3, $  12.500 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701157M] PLAYERA BAUSI 701157 (M),5, $  22.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701157S] PLAYERA BAUSI 701157 (S),2, $  8.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701157XL] PLAYERA BAUSI 701157 (XL),2, $  8.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701157XXL] PLAYERA BAUSI 701157 (XXL),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XXL,,
[701159L] PLAYERA BAUSI 701159 (L),2, $  10.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701159M] PLAYERA BAUSI 701159 (M),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701159S] PLAYERA BAUSI 701159 (S),2, $  9.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701174L] PLAYERA BAUSI 701174 (L),3, $  10.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701174M] PLAYERA BAUSI 701174 (M),4, $  13.500 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701174S] PLAYERA BAUSI 701174 (S),1, $  3.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701174XXL] PLAYERA BAUSI 701174 (XXL),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XXL,,
[701177L] PLAYERA BAUSI 701177 (L),15, $  60.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701177M] PLAYERA BAUSI 701177 (M),14, $  59.100 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701177S] PLAYERA BAUSI 701177 (S),6, $  24.300 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701177XL] PLAYERA BAUSI 701177 (XL),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701177XXL] PLAYERA BAUSI 701177 (XXL),4, $  16.500 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XXL,,
[701178L] PLAYERA BAUSI 701178 (L),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701178M] PLAYERA BAUSI 701178 (M),1, $  2.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701183S] PLAYERA BAUSI 701183 (S),1, $  2.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701184M] PLAYERA BAUSI 701184 (M),2, $  7.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701184S] PLAYERA BAUSI 701184 (S),3, $  12.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701185L] PLAYERA BAUSI 701185 (L),2, $  7.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701185M] PLAYERA BAUSI 701185 (M),4, $  14.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701185S] PLAYERA BAUSI 701185 (S),1, $  3.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701185XL] PLAYERA BAUSI 701185 (XL),2, $  8.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701186L] PLAYERA BAUSI 701186 (L),2, $  8.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701186M] PLAYERA BAUSI 701186 (M),2, $  7.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701186S] PLAYERA BAUSI 701186 (S),4, $  13.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701187L] PLAYERA BAUSI 701187 (L),2, $  6.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701187M] PLAYERA BAUSI 701187 (M),3, $  9.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701187S] PLAYERA BAUSI 701187 (S),1, $  4.300 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701187XL] PLAYERA BAUSI 701187 (XL),2, $  7.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701188S] PLAYERA BAUSI 701188 (S),1, $  4.500 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701201L] PLAYERA BAUSI 701201 (L),1, $  5.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701201S] PLAYERA BAUSI 701201 (S),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701204L] PLAYERA BAUSI 701204 (L),4, $  14.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701204M] PLAYERA BAUSI 701204 (M),1, $  3.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701204S] PLAYERA BAUSI 701204 (S),2, $  6.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701204XL] PLAYERA BAUSI 701204 (XL),1, $  3.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701206L] PLAYERA BAUSI 701206 (L),1, $  3.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701206M] PLAYERA BAUSI 701206 (M),2, $  6.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701206S] PLAYERA BAUSI 701206 (S),2, $  7.300 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701206XL] PLAYERA BAUSI 701206 (XL),1, $  3.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701207L] PLAYERA BAUSI 701207 (L),2, $  10.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701207M] PLAYERA BAUSI 701207 (M),3, $  9.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701207S] PLAYERA BAUSI 701207 (S),3, $  10.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701207XL] PLAYERA BAUSI 701207 (XL),2, $  7.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701208S] PLAYERA BAUSI 701208 (S),2, $  8.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701209M] PLAYERA BAUSI 701209 (M),3, $  14.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701209S] PLAYERA BAUSI 701209 (S),3, $  12.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701209XL] PLAYERA BAUSI 701209 (XL),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701210L] PLAYERA BAUSI 701210 (L),2, $  8.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701211L] PLAYERA BAUSI 701211 (L),3, $  11.800 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701211M] PLAYERA BAUSI 701211 (M),3, $  13.500 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701211XL] PLAYERA BAUSI 701211 (XL),4, $  16.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701211XXL] PLAYERA BAUSI 701211 (XXL),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XXL,,
[701212L] PLAYERA BAUSI 701212 (L),5, $  20.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701212M] PLAYERA BAUSI 701212 (M),3, $  12.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701212S] PLAYERA BAUSI 701212 (S),1, $  5.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701212XL] PLAYERA BAUSI 701212 (XL),2, $  8.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701212XXL] PLAYERA BAUSI 701212 (XXL),1, $  6.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XXL,,
[701213XL] PLAYERA BAUSI 701213 (XL),,,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,1, $  4.000 
[701213XXL] PLAYERA BAUSI 701213 (XXL),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XXL,,
[701214L] PLAYERA BAUSI 701214 (L),6, $  24.300 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701214S] PLAYERA BAUSI 701214 (S),2, $  10.500 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701215L] PLAYERA BAUSI 701215 (L),5, $  20.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701215M] PLAYERA BAUSI 701215 (M),4, $  16.300 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701215S] PLAYERA BAUSI 701215 (S),1, $  3.800 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701215XL] PLAYERA BAUSI 701215 (XL),3, $  14.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701215XXL] PLAYERA BAUSI 701215 (XXL),3, $  14.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XXL,,
[701216L] PLAYERA BAUSI 701216 (L),3, $  12.300 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701216M] PLAYERA BAUSI 701216 (M),3, $  12.500 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701216S] PLAYERA BAUSI 701216 (S),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701216XL] PLAYERA BAUSI 701216 (XL),1, $  5.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701216XXL] PLAYERA BAUSI 701216 (XXL),3, $  13.300 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XXL,,
[701217L] PLAYERA BAUSI 701217 (L),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701217M] PLAYERA BAUSI 701217 (M),1, $  6.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701217S] PLAYERA BAUSI 701217 (S),1, $  4.300 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701217XL] PLAYERA BAUSI 701217 (XL),0,,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701217XXL] PLAYERA BAUSI 701217 (XXL),3, $  12.500 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XXL,,
[701218M] PLAYERA BAUSI 701218 (M),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701218XL] PLAYERA BAUSI 701218 (XL),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701218XXL] PLAYERA BAUSI 701218 (XXL),1, $  4.500 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XXL,,
[701219L] PLAYERA BAUSI 701219 (L),4, $  13.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701219M] PLAYERA BAUSI 701219 (M),6, $  17.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701219S] PLAYERA BAUSI 701219 (S),4, $  14.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701219XL] PLAYERA BAUSI 701219 (XL),3, $  11.500 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701220M] PLAYERA BAUSI 701220 (M),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701220S] PLAYERA BAUSI 701220 (S),2, $  7.800 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701222S] PLAYERA BAUSI 701222 (S),2, $  11.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701222XL] PLAYERA BAUSI 701222 (XL),2, $  7.800 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701223L] PLAYERA BAUSI 701223 (L),2, $  8.300 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701223M] PLAYERA BAUSI 701223 (M),2, $  8.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701223S] PLAYERA BAUSI 701223 (S),1, $  4.500 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701224M] PLAYERA BAUSI 701224 (M),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701224XL] PLAYERA BAUSI 701224 (XL),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701225S] PLAYERA BAUSI 701225 (S),4, $  18.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701226L] PLAYERA BAUSI 701226 (L),3, $  11.600 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701226M] PLAYERA BAUSI 701226 (M),5, $  20.600 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701226S] PLAYERA BAUSI 701226 (S),2, $  8.100 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701226XL] PLAYERA BAUSI 701226 (XL),4, $  18.100 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701227L] PLAYERA BAUSI 701227 (L),2, $  8.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701227M] PLAYERA BAUSI 701227 (M),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701227XL] PLAYERA BAUSI 701227 (XL),2, $  10.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701227XXL] PLAYERA BAUSI 701227 (XXL),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XXL,,
[701228L] PLAYERA BAUSI 701228 (L),2, $  10.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701228XXL] PLAYERA BAUSI 701228 (XXL),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XXL,,
[701229L] PLAYERA BAUSI 701229 (L),3, $  12.500 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701229M] PLAYERA BAUSI 701229 (M),2, $  8.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701229S] PLAYERA BAUSI 701229 (S),4, $  18.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701230L] PLAYERA BAUSI 701230 (L),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701230S] PLAYERA BAUSI 701230 (S),1, $  4.500 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701231L] PLAYERA BAUSI 701231 (L),7, $  30.200 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701231M] PLAYERA BAUSI 701231 (M),4, $  17.600 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701231S] PLAYERA BAUSI 701231 (S),2, $  7.600 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701232S] PLAYERA BAUSI 701232 (S),3, $  14.500 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701233L] PLAYERA BAUSI 701233 (L),4, $  16.600 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701233M] PLAYERA BAUSI 701233 (M),1, $  3.600 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701233S] PLAYERA BAUSI 701233 (S),1, $  3.600 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701233XL] PLAYERA BAUSI 701233 (XL),2, $  7.600 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701233XXL] PLAYERA BAUSI 701233 (XXL),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XXL,,
[701234L] PLAYERA BAUSI 701234 (L),5, $  21.600 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701234M] PLAYERA BAUSI 701234 (M),11, $  48.600 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701234S] PLAYERA BAUSI 701234 (S),8, $  34.100 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701234XL] PLAYERA BAUSI 701234 (XL),6, $  24.600 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701234XXL] PLAYERA BAUSI 701234 (XXL),2, $  8.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XXL,,
[701235L] PLAYERA BAUSI 701235 (L),2, $  8.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701235M] PLAYERA BAUSI 701235 (M),4, $  17.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701235S] PLAYERA BAUSI 701235 (S),3, $  13.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701236L] PLAYERA BAUSI 701236 (L),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701236M] PLAYERA BAUSI 701236 (M),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701236XL] PLAYERA BAUSI 701236 (XL),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701237L] PLAYERA BAUSI 701237 (L),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701237S] PLAYERA BAUSI 701237 (S),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701237XL] PLAYERA BAUSI 701237 (XL),2, $  8.300 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701238L] PLAYERA BAUSI 701238 (L),8, $  33.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701238M] PLAYERA BAUSI 701238 (M),8, $  35.300 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701238XL] PLAYERA BAUSI 701238 (XL),5, $  23.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701238XXL] PLAYERA BAUSI 701238 (XXL),6, $  24.500 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XXL,,
[701239L] PLAYERA BAUSI 701239 (L),17, $  72.600 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701239M] PLAYERA BAUSI 701239 (M),20, $  85.400 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701239S] PLAYERA BAUSI 701239 (S),6, $  29.100 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701239XL] PLAYERA BAUSI 701239 (XL),11, $  44.600 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701239XXL] PLAYERA BAUSI 701239 (XXL),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XXL,,
[701240L] PLAYERA BAUSI 701240 (L),8, $  32.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701240M] PLAYERA BAUSI 701240 (M),10, $  42.500 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701240S] PLAYERA BAUSI 701240 (S),4, $  17.500 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701240XL] PLAYERA BAUSI 701240 (XL),10, $  40.500 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701240XXL] PLAYERA BAUSI 701240 (XXL),6, $  24.500 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XXL,,
[701241L] PLAYERA BAUSI 701241 (L),28, $  115.100 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701241M] PLAYERA BAUSI 701241 (M),24, $  102.100 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701241S] PLAYERA BAUSI 701241 (S),9, $  40.100 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701241XL] PLAYERA BAUSI 701241 (XL),18, $  77.100 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701241XXL] PLAYERA BAUSI 701241 (XXL),16, $  68.300 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XXL,,
[701242L] PLAYERA BAUSI 701242 (L),2, $  8.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701242M] PLAYERA BAUSI 701242 (M),2, $  9.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701242S] PLAYERA BAUSI 701242 (S),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701242XL] PLAYERA BAUSI 701242 (XL),2, $  8.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701242XXL] PLAYERA BAUSI 701242 (XXL),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XXL,,
[701244L] PLAYERA BAUSI 701244 (L),5, $  23.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701244M] PLAYERA BAUSI 701244 (M),4, $  17.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701244S] PLAYERA BAUSI 701244 (S),3, $  12.500 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701244XL] PLAYERA BAUSI 701244 (XL),6, $  25.500 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701244XXL] PLAYERA BAUSI 701244 (XXL),4, $  17.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XXL,,
[701245L] PLAYERA BAUSI 701245 (L),4, $  16.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701245M] PLAYERA BAUSI 701245 (M),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701245S] PLAYERA BAUSI 701245 (S),2, $  8.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701245XL] PLAYERA BAUSI 701245 (XL),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701245XXL] PLAYERA BAUSI 701245 (XXL),2, $  10.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XXL,,
[701248XXL] PLAYERA BAUSI 701248 (XXL),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XXL,,
[701251L] PLAYERA BAUSI 701251 (L),10, $  40.600 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701251M] PLAYERA BAUSI 701251 (M),8, $  32.100 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701251S] PLAYERA BAUSI 701251 (S),4, $  15.600 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701251XL] PLAYERA BAUSI 701251 (XL),7, $  30.100 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701251XXL] PLAYERA BAUSI 701251 (XXL),5, $  20.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XXL,,
[701254L] PLAYERA BAUSI 701254 (L),17, $  70.600 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701254M] PLAYERA BAUSI 701254 (M),10, $  45.600 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701254S] PLAYERA BAUSI 701254 (S),5, $  19.600 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701254XL] PLAYERA BAUSI 701254 (XL),9, $  41.900 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701254XXL] PLAYERA BAUSI 701254 (XXL),6, $  24.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XXL,,
[701257L] PLAYERA BAUSI 701257 (L),12, $  49.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701257M] PLAYERA BAUSI 701257 (M),14, $  62.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701257XL] PLAYERA BAUSI 701257 (XL),15, $  61.300 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701257XXL] PLAYERA BAUSI 701257 (XXL),4, $  17.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XXL,,
[701261L] PLAYERA BAUSI 701261 (L),6, $  24.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701261M] PLAYERA BAUSI 701261 (M),6, $  27.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701261S] PLAYERA BAUSI 701261 (S),1, $  4.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701261XL] PLAYERA BAUSI 701261 (XL),7, $  28.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701261XXL] PLAYERA BAUSI 701261 (XXL),2, $  8.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XXL,,
[701262L] PLAYERA BAUSI 701262 (L),7, $  27.600 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701262M] PLAYERA BAUSI 701262 (M),9, $  35.600 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701262S] PLAYERA BAUSI 701262 (S),1, $  3.600 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
[701262XL] PLAYERA BAUSI 701262 (XL),5, $  19.900 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XL,,
[701262XXL] PLAYERA BAUSI 701262 (XXL),2, $  8.000 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,XXL,,
[701266L] PLAYERA BAUSI 701266 (L),13, $  53.100 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,L,,
[701266M] PLAYERA BAUSI 701266 (M),13, $  56.100 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,M,,
[701266S] PLAYERA BAUSI 701266 (S),11, $  46.600 ,2021-04-01,2021,4,ABR,1,PLAYERA,MUJER,S,,
